"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"20","GO:0003677",0.0244717148929862,0.993047176745449,6,609,"DNA binding","MF"
"8","GO:0000978",0.000596774329182901,0.999939468680378,5,185,"RNA polymerase II proximal promoter sequence-specific DNA binding","MF"
"21","GO:0003690",4.33102274611272e-06,0.999999850679276,5,66,"double-stranded DNA binding","MF"
"122","GO:0019901",0.00268062351355452,0.999616498514641,5,261,"protein kinase binding","MF"
"3","GO:0000166",2.72225025993171e-05,0.999999187034378,4,47,"nucleotide binding","MF"
"7","GO:0000977",0.000765902825774484,0.999943336937599,4,112,"RNA polymerase II regulatory region sequence-specific DNA binding","MF"
"22","GO:0003700",0.0166499671365768,0.997045034314622,4,266,"DNA-binding transcription factor activity","MF"
"123","GO:0019902",4.82310331228285e-05,0.999998316374595,4,55,"phosphatase binding","MF"
"197","GO:0043565",0.00630380910542998,0.999158570437899,4,200,"sequence-specific DNA binding","MF"
"202","GO:0044877",0.012236185531799,0.998018510122795,4,243,"protein-containing complex binding","MF"
"216","GO:0046983",0.000527176643992563,0.999964792976741,4,101,"protein dimerization activity","MF"
"10","GO:0001228",0.0110615314261095,0.998831246005602,3,125,"DNA-binding transcription activator activity, RNA polymerase II-specific","MF"
"32","GO:0004672",0.0110987863255529,0.998825721854878,3,126,"protein kinase activity","MF"
"36","GO:0005506",0.0138629755214892,0.998406232635692,3,136,"iron ion binding","MF"
"71","GO:0008134",0.0184206255578641,0.997642639177792,3,151,"transcription factor binding","MF"
"82","GO:0009881",2.57885594423022e-05,0.999999705722153,3,16,"photoreceptor activity","MF"
"104","GO:0015293",0.00114681332246193,0.999946973336817,3,56,"symporter activity","MF"
"125","GO:0020037",0.0128348039261624,0.998566467622511,3,132,"heme binding","MF"
"163","GO:0035257",3.9588490563506e-06,0.999999979098043,3,9,"nuclear hormone receptor binding","MF"
"192","GO:0042826",0.000948146152347629,0.999959080052948,3,52,"histone deacetylase binding","MF"
"265","GO:0070888",3.90097425973321e-05,0.99999947904095,3,18,"E-box binding","MF"
"2","GO:0000149",0.0108289503009676,0.999479353906635,2,43,"SNARE binding","MF"
"9","GO:0001227",0.0251749781084615,0.998089051972968,2,67,"DNA-binding transcription repressor activity, RNA polymerase II-specific","MF"
"23","GO:0003756",0.00116953062113416,0.999983409379803,2,14,"protein disulfide isomerase activity","MF"
"37","GO:0005546",0.00613578067958403,0.999782934522631,2,32,"phosphatidylinositol-4,5-bisphosphate binding","MF"
"70","GO:0008028",0.00542273183137483,0.999820581003266,2,30,"monocarboxylic acid transmembrane transporter activity","MF"
"83","GO:0009882",1.33521383339532e-05,1,2,2,"blue light photoreceptor activity","MF"
"99","GO:0015037",7.92591717343912e-05,0.999999811770736,2,4,"peptide disulfide oxidoreductase activity","MF"
"101","GO:0015129",0.000710760582345497,0.999992438281361,2,11,"lactate transmembrane transporter activity","MF"
"121","GO:0019900",0.0123427302039348,0.999363177328318,2,46,"kinase binding","MF"
"136","GO:0030276",0.00432747363470743,0.999873245765734,2,27,"clathrin binding","MF"
"280","GO:0071949",0.007059296855329,0.999730740542291,2,34,"FAD binding","MF"
"6","GO:0000822",0.0108118075664957,0.999961477309969,1,3,"inositol hexakisphosphate binding","MF"
"11","GO:0001618",0.0499252032506802,0.998840305821169,1,14,"virus receptor activity","MF"
"24","GO:0003844",0.00361679177026513,1,1,1,"1,4-alpha-glucan branching enzyme activity","MF"
