"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"1","GO:0000122",0.00172142508285286,0.9997212525461,6,347,"negative regulation of transcription by RNA polymerase II","BP"
"68","GO:0007623",1.0472794962428e-08,0.99999999981816,6,43,"circadian rhythm","BP"
"208","GO:0045892",0.00021618528888445,0.999976588962844,6,233,"negative regulation of transcription, DNA-templated","BP"
"209","GO:0045944",0.00680442955449131,0.998539709762433,6,460,"positive regulation of transcription by RNA polymerase II","BP"
"79","GO:0009416",4.27530826664587e-08,0.999999999471152,5,27,"response to light stimulus","BP"
"97","GO:0014823",8.43941733306425e-09,0.999999999929342,5,20,"response to activity","BP"
"116","GO:0018298",2.91245390222293e-08,0.999999999671035,5,25,"protein-chromophore linkage","BP"
"153","GO:0032922",1.17382094998699e-06,0.999999969541915,5,51,"circadian regulation of gene expression","BP"
"187","GO:0042593",1.88014284485264e-06,0.999999945929651,5,56,"glucose homeostasis","BP"
"59","GO:0006975",3.38093826017972e-08,0.99999999986088,4,10,"DNA damage induced protein phosphorylation","BP"
"134","GO:0030154",0.0219547889467818,0.995764027590611,4,290,"cell differentiation","BP"
"144","GO:0031398",0.000128870739079788,0.999994131313224,4,70,"positive regulation of protein ubiquitination","BP"
"184","GO:0042493",0.00178906765632005,0.99983271179022,4,140,"response to drug","BP"
"190","GO:0042752",9.058912948982e-06,0.999999799697472,4,36,"regulation of circadian rhythm","BP"
"191","GO:0042754",5.71573623956725e-09,0.999999999988278,4,7,"negative regulation of circadian rhythm","BP"
"195","GO:0043153",2.0611520680818e-08,0.999999999929142,4,9,"entrainment of circadian clock by photoperiod","BP"
"206","GO:0045721",2.09714881431714e-08,0.999999999927591,4,9,"negative regulation of gluconeogenesis","BP"
"348","GO:2000323",8.00200264468539e-10,0.999999999999495,4,5,"negative regulation of glucocorticoid receptor signaling pathway","BP"
"49","GO:0006094",6.95826267838983e-05,0.999998841695671,3,22,"gluconeogenesis","BP"
"58","GO:0006974",0.0356056100170379,0.994127153369271,3,196,"cellular response to DNA damage stimulus","BP"
"62","GO:0007166",0.00673941015482662,0.999407150351891,3,105,"cell surface receptor signaling pathway","BP"
"64","GO:0007219",0.00348620874090621,0.999758976273783,3,83,"Notch signaling pathway","BP"
"124","GO:0019915",5.02609122881513e-05,0.999999258721214,3,20,"lipid storage","BP"
"143","GO:0031397",0.000160423910741649,0.999996361898648,3,29,"negative regulation of protein ubiquitination","BP"
"152","GO:0032868",0.000198760800388401,0.999995126511321,3,31,"response to insulin","BP"
"157","GO:0033762",9.12433461940932e-07,0.999999997622798,3,6,"response to glucagon","BP"
"166","GO:0035556",0.0353864147339433,0.994177271073367,3,196,"intracellular signal transduction","BP"
"207","GO:0045744",4.58242454068572e-07,0.999999999203514,3,5,"negative regulation of G protein-coupled receptor signaling pathway","BP"
"222","GO:0048511",0.000569138345034405,0.999979562689661,3,44,"rhythmic process","BP"
"227","GO:0050767",7.80070443396096e-05,0.99999864385298,3,23,"regulation of neurogenesis","BP"
"345","GO:2000001",7.86071814294799e-06,0.999999944376818,3,11,"regulation of DNA damage checkpoint","BP"
"350","GO:2000850",4.67441833921173e-08,1,3,3,"negative regulation of glucocorticoid secretion","BP"
"51","GO:0006457",0.0411263416010197,0.995914645471705,2,87,"protein folding","BP"
"55","GO:0006694",0.00480893046562878,0.999850987437693,2,28,"steroid biosynthetic process","BP"
"60","GO:0006979",0.0273583982588418,0.997827009683004,2,70,"response to oxidative stress","BP"
