"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"1","GO:0000122",0.000752120651844308,0.999897375978104,6,347,"negative regulation of transcription by RNA polymerase II","BP"
"64","GO:0007623",3.9641558094125e-09,0.999999999942996,6,43,"circadian rhythm","BP"
"192","GO:0045892",8.99391385543568e-05,0.999991802697053,6,233,"negative regulation of transcription, DNA-templated","BP"
"73","GO:0009416",1.90901672624335e-08,0.999999999801984,5,27,"response to light stimulus","BP"
"87","GO:0014823",3.7610102347266e-09,0.999999999973683,5,20,"response to activity","BP"
"108","GO:0018298",1.30563856967966e-08,0.999999999876538,5,25,"protein-chromophore linkage","BP"
"143","GO:0032922",5.30219822198405e-07,0.999999988419218,5,51,"circadian regulation of gene expression","BP"
"172","GO:0042593",8.51517787473046e-07,0.999999979382141,5,56,"glucose homeostasis","BP"
"193","GO:0045944",0.0145850838348875,0.996878860635797,5,460,"positive regulation of transcription by RNA polymerase II","BP"
"127","GO:0030154",0.0129762931805611,0.997872799216207,4,290,"cell differentiation","BP"
"137","GO:0031398",6.96969405310217e-05,0.999997315285581,4,70,"positive regulation of protein ubiquitination","BP"
"174","GO:0042752",4.83087553872837e-06,0.999999909699221,4,36,"regulation of circadian rhythm","BP"
"175","GO:0042754",2.99951227387733e-09,0.999999999994849,4,7,"negative regulation of circadian rhythm","BP"
"179","GO:0043153",1.07993365969493e-08,0.999999999968718,4,9,"entrainment of circadian clock by photoperiod","BP"
"190","GO:0045721",1.10544760710224e-08,0.999999999967791,4,9,"negative regulation of gluconeogenesis","BP"
"314","GO:2000323",4.17155975732243e-10,0.999999999999801,4,5,"negative regulation of glucocorticoid receptor signaling pathway","BP"
"45","GO:0006094",4.33933670146321e-05,0.999999387959724,3,22,"gluconeogenesis","BP"
"55","GO:0006975",3.42525953367471e-06,0.999999982261602,3,10,"DNA damage induced protein phosphorylation","BP"
"116","GO:0019915",3.11639490108392e-05,0.999999611226108,3,20,"lipid storage","BP"
"136","GO:0031397",0.000100283860519928,0.999998072912974,3,29,"negative regulation of protein ubiquitination","BP"
"142","GO:0032868",0.00012452514215119,0.999997411433641,3,31,"response to insulin","BP"
"145","GO:0033762",5.6254666334066e-07,0.999999998760834,3,6,"response to glucagon","BP"
"169","GO:0042493",0.00988435889770681,0.999001542788265,3,140,"response to drug","BP"
"191","GO:0045744",2.82574185352562e-07,0.999999999584679,3,5,"negative regulation of G protein-coupled receptor signaling pathway","BP"
"202","GO:0048511",0.000359022002951466,0.999989059765097,3,44,"rhythmic process","BP"
"311","GO:2000001",4.90964938374448e-06,0.999999970514572,3,11,"regulation of DNA damage checkpoint","BP"
"315","GO:2000850",2.88582703716306e-08,1,3,3,"negative regulation of glucocorticoid secretion","BP"
"47","GO:0006457",0.0309127508502914,0.997378548541563,2,87,"protein folding","BP"
"51","GO:0006694",0.00354710532935357,0.999906364114633,2,28,"steroid biosynthetic process","BP"
"56","GO:0006979",0.0204094349022037,0.998618510038914,2,70,"response to oxidative stress","BP"
"57","GO:0007030",0.033447614493421,0.99703860734267,2,91,"Golgi organization","BP"
"59","GO:0007166",0.0427733566251634,0.995664305847555,2,105,"cell surface receptor signaling pathway","BP"
"61","GO:0007219",0.027764595651926,0.997779010579589,2,83,"Notch signaling pathway","BP"
"72","GO:0009409",0.0109931494859634,0.999466856678631,2,50,"response to cold","BP"
"75","GO:0009785",9.72424418577162e-06,1,2,2,"blue light signaling pathway","BP"
"78","GO:0009952",0.0153627406804036,0.999107918541207,2,60,"anterior/posterior pattern specification","BP"
"83","GO:0010917",0.000521908139756169,0.999995269741163,2,11,"negative regulation of mitochondrial membrane potential","BP"
"84","GO:0010940",0.000444051430050682,0.999996354203644,2,10,"positive regulation of necrotic cell death","BP"
"96","GO:0015718",0.000425773054826045,0.999996577619472,2,10,"monocarboxylic acid transport","BP"
"109","GO:0019233",0.00776570317777468,0.999687403756982,2,42,"sensory perception of pain","BP"
"112","GO:0019722",0.0113863990020853,0.999437238780993,2,51,"calcium-mediated signaling","BP"
"160","GO:0035794",9.42121912487994e-05,0.999999717761317,2,5,"positive regulation of mitochondrial membrane permeability","BP"
"187","GO:0045454",0.0161143282690831,0.999039719317041,2,62,"cell redox homeostasis","BP"
"204","GO:0048664",0.00061697787793431,0.999993828632961,2,12,"neuron fate determination","BP"
"208","GO:0050767",0.0023137161194597,0.999951511404722,2,23,"regulation of neurogenesis","BP"
"210","GO:0050796",0.00472389427032309,0.999854318590346,2,33,"regulation of insulin secretion","BP"
"215","GO:0051289",0.00923605076625431,0.999591951651759,2,46,"protein homotetramerization","BP"
"219","GO:0051775",0.000206731436935242,0.99999894304003,2,7,"response to redox state","BP"
"220","GO:0051900",9.29573794605089e-05,0.999999723390018,2,5,"regulation of mitochondrial depolarization","BP"
"222","GO:0060070",0.00704180397968315,0.99973102681059,2,40,"canonical Wnt signaling pathway","BP"
"245","GO:0071333",0.00628590618919811,0.999774033205226,2,38,"cellular response to glucose stimulus","BP"
"4","GO:0000186",0.0276126003966325,0.999664028242063,1,9,"activation of MAPKK activity","BP"
"13","GO:0001659",0.0310370504254487,0.999569705959549,1,10,"temperature homeostasis","BP"
"14","GO:0001778",0.045998755216661,0.999014733182432,1,15,"plasma membrane repair","BP"
"15","GO:0002232",0.0306026725608629,0.999581735357305,1,10,"leukocyte chemotaxis involved in inflammatory response","BP"
"16","GO:0002523",0.0244399764528379,0.999741195728753,1,8,"leukocyte migration involved in inflammatory response","BP"
"17","GO:0002526",0.0314712001979092,0.999557510420327,1,10,"acute inflammatory response","BP"
"18","GO:0002540",0.0244399764528379,0.999741195728753,1,8,"leukotriene production involved in inflammatory response","BP"
"42","GO:0005977",0.0485131285310904,0.998898224466492,1,16,"glycogen metabolic process","BP"
"43","GO:0005978",0.0423846166625105,0.999168809184303,1,14,"glycogen biosynthetic process","BP"
"44","GO:0006091",0.03101081797256,0.999570437321179,1,10,"generation of precursor metabolites and energy","BP"
"46","GO:0006182",0.0247800968228813,0.999733907099637,1,8,"cGMP biosynthetic process","BP"
"48","GO:0006473",0.0383463409445665,0.999329281423389,1,12,"protein acetylation","BP"
"49","GO:0006534",0.0123627012302027,0.999943473889593,1,4,"cysteine metabolic process","BP"
"50","GO:0006691",0.0304568786131307,0.999585734215562,1,10,"leukotriene metabolic process","BP"
"52","GO:0006750",0.043062777915753,0.999141779860027,1,14,"glutathione biosynthetic process","BP"
"53","GO:0006817",0.0157915273208469,0.99990150353644,1,5,"phosphate ion transport","BP"
"54","GO:0006833",0.0254680018236675,0.999718853162912,1,8,"water transport","BP"
"58","GO:0007140",0.0462003625790356,0.999006002670281,1,15,"male meiotic nuclear division","BP"
"60","GO:0007168",0.0187314454693448,0.999855496751331,1,6,"receptor guanylyl cyclase signaling pathway","BP"
"62","GO:0007548",0.0348822285620561,0.999450245776751,1,11,"sex differentiation","BP"
"63","GO:0007565",0.0458351027190521,0.99902179127216,1,15,"female pregnancy","BP"
"65","GO:0007638",0.0214465864688134,0.999804977966127,1,7,"mechanosensory behavior","BP"
"67","GO:0008202",0.0368047928070683,0.999382483753304,1,12,"steroid metabolic process","BP"
"68","GO:0008637",0.036643166456551,0.999387932766041,1,12,"apoptotic mitochondrial changes","BP"
"69","GO:0009062",0.0311129399817053,0.999567586611657,1,10,"fatty acid catabolic process","BP"
"70","GO:0009314",0.0471092254006488,0.998966158210431,1,15,"response to radiation","BP"
"71","GO:0009405",0.0374533531665852,0.999360372116543,1,12,"pathogenesis","BP"
"79","GO:0009992",0.0340503150992816,0.999476320842056,1,11,"cellular water homeostasis","BP"
"80","GO:0010574",0.00950503443903303,0.999970326856615,1,3,"regulation of vascular endothelial growth factor production","BP"
"81","GO:0010738",0.0274369877601536,0.999668310535607,1,9,"regulation of protein kinase A signaling","BP"
"82","GO:0010753",0.0399818359349189,0.999265360139807,1,13,"positive regulation of cGMP-mediated signaling","BP"
"85","GO:0010955",0.0184353654787402,0.999860045486216,1,6,"negative regulation of protein processing","BP"
"86","GO:0014041",0.00617651476348549,0.999990613615578,1,2,"regulation of neuron maturation","BP"
"88","GO:0014832",0.0253018298440035,0.999722527944133,1,8,"urinary bladder smooth muscle contraction","BP"
"97","GO:0016036",0.00615722301462714,0.999990672251044,1,2,"cellular response to phosphate starvation","BP"
"99","GO:0016242",0.0372508152800885,0.999367319679408,1,12,"negative regulation of macroautophagy","BP"
"107","GO:0017158",0.0462228306005996,0.999005027276752,1,15,"regulation of calcium ion-dependent exocytosis","BP"
"110","GO:0019370",0.0306689602743461,0.999579910781599,1,10,"leukotriene biosynthetic process","BP"
"111","GO:0019417",0.00308461594600938,1,1,1,"sulfur oxidation","BP"
"117","GO:0019934",0.0460288552599343,0.999013432202033,1,15,"cGMP-mediated signaling","BP"
"119","GO:0021756",0.0246327670576947,0.999737076856159,1,8,"striatum development","BP"
"120","GO:0021772",0.0214080205967156,0.999805681676796,1,7,"olfactory bulb development","BP"
"121","GO:0021854",0.0223097990927286,0.999788891168424,1,7,"hypothalamus development","BP"
"122","GO:0021879",0.015645841188148,0.999903318333802,1,5,"forebrain neuron differentiation","BP"
"123","GO:0022002",0.015645841188148,0.999903318333802,1,5,"negative regulation of anterior neural cell fate commitment of the neural plate by Wnt signaling pathway","BP"
"124","GO:0022028",0.00617651476348549,0.999990613615578,1,2,"tangential migration from the subventricular zone to the olfactory bulb","BP"
"125","GO:0030042",0.0372078972956653,0.999368786935134,1,12,"actin filament depolymerization","BP"
"126","GO:0030104",0.0194063051628988,0.999844854766401,1,6,"water homeostasis","BP"
"129","GO:0030168",0.0489498901785414,0.998878113792073,1,16,"platelet activation","BP"
"131","GO:0030643",0.0157915273208469,0.99990150353644,1,5,"cellular phosphate ion homeostasis","BP"
"141","GO:0032515",0.0334961088474386,0.999493335538485,1,11,"negative regulation of phosphoprotein phosphatase activity","BP"
"144","GO:0033539",0.0220991191814662,0.999792876707698,1,7,"fatty acid beta-oxidation using acyl-CoA dehydrogenase","BP"
"147","GO:0034260",0.0403855898343809,0.99925033396701,1,13,"negative regulation of GTPase activity","BP"
"150","GO:0035229",0.00308327538167553,1,1,1,"positive regulation of glutamate-cysteine ligase activity","BP"
"152","GO:0035435",0.0184420971536586,0.999859942880306,1,6,"phosphate ion transmembrane transport","BP"
"153","GO:0035564",0.00924505115823826,0.999971931233776,1,3,"regulation of kidney size","BP"
"155","GO:0035640",0.018393701860703,0.999860679691079,1,6,"exploration behavior","BP"
"156","GO:0035641",0.0186571322689865,0.999856645328486,1,6,"locomotory exploration behavior","BP"
"157","GO:0035729",0.0305811132715128,0.999582327913035,1,10,"cellular response to hepatocyte growth factor stimulus","BP"
"158","GO:0035733",0.00308327538167553,1,1,1,"hepatic stellate cell activation","BP"
"159","GO:0035751",0.0187298002503479,0.999855522229646,1,6,"regulation of lysosomal lumen pH","BP"
"161","GO:0036465",0.0245635024307068,0.999738560437972,1,8,"synaptic vesicle recycling","BP"
"164","GO:0040012",0.0154415092118043,0.999905835064271,1,5,"regulation of locomotion","BP"
"166","GO:0042417",0.0187310921711532,0.999855502222795,1,6,"dopamine metabolic process","BP"
"167","GO:0042446",0.0348842578321671,0.999450181387565,1,11,"hormone biosynthetic process","BP"
